pair_id,model_similarity
pair_1247,0.370455094
pair_1248,0.301773202
pair_1249,0.3718642
pair_125,0.370093526
pair_1250,0.341395407
pair_1251,0.368867918
pair_1252,0.341250107
pair_1253,0.387062633
pair_1254,0.300668475
pair_1255,0.373029799
pair_1256,0.316109036
pair_1257,0.323125461
pair_1258,0.322082778
pair_1259,0.328952075
pair_126,0.393689098
pair_1260,0.416592228
pair_1261,0.27490479
pair_1262,0.255684548
pair_1263,0.312041254
pair_1264,0.378961767
pair_1265,0.45987499
pair_1266,0.343915
pair_1267,0.308668386
pair_1268,0.486062123
pair_1269,0.334880462
pair_127,0.337549
pair_1270,0.335186227
pair_1271,0.384220149
pair_1272,0.301986387
pair_1273,0.51908444
pair_1274,0.365374916
pair_1275,0.342943496
pair_1276,0.431235197
pair_1277,0.278438405
pair_1278,0.30013326
pair_1279,0.326442134
pair_128,0.379421725
pair_1280,0.421139016
pair_1281,0.3436892
pair_1282,0.338955348
pair_1283,0.359022878
pair_1284,0.343358942
pair_1285,0.361232835
pair_1286,0.322735017
pair_1287,0.392111546
pair_1288,0.380633852
pair_1289,0.374662824
pair_129,0.341051133
pair_1290,0.440333952
pair_1291,0.343965005
pair_1292,0.371517765
pair_1293,0.33501546
pair_1294,0.298838778
pair_1295,0.312758189
pair_1296,0.328731773
pair_1297,0.356157781
pair_1298,0.37564432
pair_1299,0.345908947
pair_13,0.416382514
pair_130,0.289970339
pair_1300,0.327406226
pair_1301,0.435778011
pair_1302,0.414313091
pair_1303,0.357474483
pair_1304,0.316892177
pair_1305,0.344241588
pair_1306,0.330202673
pair_1307,0.323957889
pair_1308,0.244316189
pair_1309,0.480639322
pair_131,0.361027116
pair_1310,0.367491146
pair_1311,0.380807201
pair_1312,0.306156703
pair_1313,0.272331868
pair_1314,0.363945964
pair_1315,0.247395998
pair_1316,0.274839758
pair_1317,0.252686154
pair_1318,0.267800223
pair_1319,0.338026854
pair_132,0.379243138
pair_1320,0.440424483
pair_1321,0.331238295
pair_1322,0.404222651
pair_1323,0.378458175
pair_1324,0.396409264
pair_1325,0.346676031
pair_1326,0.402650352
pair_1327,0.289712819
pair_1328,0.386233293
pair_1329,0.35313444
pair_133,0.351727333
pair_1330,0.344580174
pair_1331,0.353418074
pair_1332,0.379146796
pair_1333,0.508210533
pair_1334,0.500163249
pair_1335,0.428215297
pair_1336,0.27612433
pair_1337,0.349773822
pair_1338,0.322659475
pair_1339,0.357552834
pair_134,0.361009825
pair_1340,0.368298826
pair_1341,0.363669116
pair_1342,0.384333274
pair_1343,0.473066309
pair_1344,0.273014512
pair_1345,0.426503957
pair_1346,0.375900502
pair_1347,0.409590178
pair_1348,0.437454505
pair_1349,0.418833529
pair_135,0.308901038
pair_1350,0.2776502
pair_1351,0.391159797
pair_1352,0.327133614
pair_1353,0.35573071
pair_1354,0.424944704
pair_1355,0.372330812
pair_1356,0.272277928
pair_1357,0.355124548
pair_1358,0.340016775
pair_1359,0.272432317
pair_136,0.311159147
pair_1360,0.43129033
pair_1361,0.305191953
pair_1362,0.382733614
pair_1363,0.281824925
pair_1364,0.294743748
pair_1365,0.33194702
pair_1366,0.320670972
pair_1367,0.277407177
pair_1368,0.341757717
pair_1369,0.388584375
pair_137,0.325933764
pair_1370,0.37337519
pair_1371,0.591797492
pair_1372,0.409359521
pair_1373,0.360455411
pair_1374,0.502500676
pair_1375,0.267555691
pair_1376,0.440644301
pair_1377,0.302358748
pair_1378,0.382385631
pair_1379,0.506673108
pair_138,0.327451779
pair_1380,0.336077243
pair_1381,0.399818741
pair_1382,0.390341305
pair_1383,0.466466095
pair_1384,0.415239956
pair_1385,0.378367873
pair_1386,0.425949094
pair_1387,0.277056966
pair_1388,0.411619654
pair_1389,0.341259673
pair_139,0.327918234
pair_1390,0.363196558
pair_1391,0.322534658
pair_1392,0.308793979
pair_1393,0.330736626
pair_1394,0.323422673
pair_1395,0.316994017
pair_1396,0.360827823
pair_1397,0.279887544
pair_1398,0.310844007
pair_1399,0.293700528
pair_14,0.354707423
pair_140,0.334916577
pair_1400,0.315122235
pair_1401,0.324036691
pair_1402,0.31260222
pair_1403,0.343879205
pair_1404,0.325412924
pair_1405,0.354906847
pair_1406,0.363454037
pair_1407,0.356334254
pair_1408,0.483625209
pair_1409,0.555099621
pair_141,0.335727565
pair_1410,0.336119392
pair_1411,0.330552483
pair_1412,0.352183279
pair_1413,0.336616137
pair_1414,0.348063624
pair_1415,0.372488387
pair_1416,0.472373219
pair_1417,0.348713252
pair_1418,0.332548607
pair_1419,0.292222243
pair_142,0.335141823
pair_1420,0.280067732
pair_1421,0.304388172
pair_1422,0.349076378
pair_1423,0.36652216
pair_1424,0.352611658
pair_1425,0.320589498
pair_1426,0.383825766
pair_1427,0.373820898
pair_1428,0.312280419
pair_1429,0.446605148
pair_143,0.304469033
pair_1430,0.388755684
pair_1431,0.390272209
pair_1432,0.314071678
pair_1433,0.345170529
pair_1434,0.348605534
pair_1435,0.376297668
pair_1436,0.348976501
pair_1437,0.356197769
pair_1438,0.415692589
pair_1439,0.320563666
pair_144,0.356508839
pair_1440,0.332464705
pair_1441,0.360423494
pair_1442,0.366906694
pair_1443,0.307187197
pair_1444,0.370423384
pair_1445,0.31940089
pair_1446,0.248823605
pair_1447,0.247630846
pair_1448,0.251327838
pair_1449,0.321364475
pair_145,0.361890873
pair_1450,0.355800104
pair_1451,0.364791563
pair_1452,0.357917652
pair_1453,0.413610435
pair_1454,0.373387539
pair_1455,0.403582463
pair_1456,0.373994898
pair_1457,0.251055239
pair_1458,0.353316233
pair_1459,0.383699405
pair_146,0.383014294
pair_1460,0.37918889
pair_1461,0.415400632
pair_1462,0.341475822
pair_1463,0.309830505
pair_1464,0.294646735
pair_1465,0.363514925
pair_1466,0.358951808
pair_1467,0.291172344
pair_1468,0.337040847
pair_1469,0.325133552
pair_147,0.326039846
pair_1470,0.377949063
pair_1471,0.430446162
pair_1472,0.34813938
pair_1473,0.366249763
pair_1474,0.367377224
pair_1475,0.385462615
pair_1476,0.346795069
pair_1477,0.347248056
pair_1478,0.30579899
pair_1479,0.389651713
pair_148,0.382461215
pair_1480,0.317858972
pair_1481,0.341526738
pair_1482,0.361876392
pair_1483,0.314236975
pair_1484,0.342633092
pair_1485,0.303252717
pair_1486,0.329488202
pair_1487,0.354049673
pair_1488,0.320248517
pair_1489,0.369255358
pair_149,0.363249726
pair_1490,0.399262696
pair_1491,0.34327301
pair_1492,0.352326116
pair_1493,0.306977935
pair_1494,0.307793781
pair_1495,0.30347379
pair_1496,0.300431076
pair_1497,0.293277505
pair_1498,0.305952227
pair_1499,0.327071414
pair_15,0.400385358
pair_150,0.337639106
pair_1500,0.310555758
pair_1501,0.318395495
pair_1502,0.314403153
pair_1503,0.275570302
pair_1504,0.32203331
pair_1505,0.359308161
pair_1506,0.321462795
pair_1507,0.371117785
pair_1508,0.416355775
pair_1509,0.401928032
pair_151,0.338933648
pair_1510,0.346935787
pair_1511,0.360274092
pair_1512,0.313308935
pair_1513,0.320017462
pair_1514,0.3686015
pair_1515,0.310183873
pair_1516,0.401926255
pair_1517,0.346959886
pair_1518,0.306846632
pair_1519,0.35173328
pair_152,0.327127134
pair_1520,0.326417482
pair_1521,0.456942674
pair_1522,0.398782195
pair_1523,0.309945438
pair_1524,0.289258466
pair_1525,0.330254307
pair_1526,0.324122616
pair_1527,0.345768074
pair_1528,0.33674369
pair_1529,0.31983531
pair_153,0.325663238
pair_1530,0.320101543
pair_1531,0.286371041
pair_1532,0.330966254
pair_1533,0.315336112
pair_1534,0.303628965
pair_1535,0.315348433
pair_1536,0.36069537
pair_1537,0.362926159
pair_1538,0.330845754
pair_1539,0.328505289
pair_154,0.347443052
pair_1540,0.309578849
pair_1541,0.289343236
pair_1542,0.327133565
pair_1543,0.270269023
pair_1544,0.257712381
pair_1545,0.34103857
pair_1546,0.370243043
pair_1547,0.370139417
pair_1548,0.342066098
pair_1549,0.377759152
pair_155,0.351690967
pair_1550,0.408956468
pair_1551,0.35141593
pair_1552,0.491314669
pair_1553,0.336373194
pair_1554,0.302446481
pair_1555,0.339189044
pair_1556,0.336918959
pair_1557,0.369402177
pair_1558,0.365260926
pair_1559,0.368824481
pair_156,0.308907968
pair_1560,0.333972804
pair_1561,0.351179164
pair_1562,0.336608952
pair_1563,0.422399259
pair_1564,0.376276279
pair_1565,0.333529208
pair_1566,0.299617726
pair_1567,0.312746081
pair_1568,0.3215935
pair_1569,0.372799885
pair_157,0.323395493
pair_1570,0.260639627
pair_1571,0.458424714
pair_1572,0.313347615
pair_1573,0.38123989
pair_1574,0.334056451
pair_1575,0.293487887
pair_1576,0.314202954
pair_1577,0.314202954
pair_1578,0.297956771
pair_1579,0.288430243
pair_158,0.335658752
pair_1580,0.322909351
pair_1581,0.288344972
pair_1582,0.271088021
pair_1583,0.370256557
pair_1584,0.317735602
pair_1585,0.365634836
pair_1586,0.280050195
pair_1587,0.359239884
pair_1588,0.240054338
pair_1589,0.319348612
pair_159,0.308847173
pair_1590,0.350970785
pair_1591,0.322909351
pair_1592,0.307054913
pair_1593,0.317945216
pair_1594,0.352618173
pair_1595,0.352818027
pair_1596,0.405032404
pair_1597,0.300148964
pair_1598,0.347651769
pair_1599,0.296888655
pair_16,0.361871356
pair_160,0.327337662
pair_1600,0.335043991
pair_1601,0.307901537
pair_1602,0.336085152
pair_1603,0.255731037
pair_1604,0.435646619
pair_1605,0.322319717
pair_1606,0.322319717
pair_1607,0.494417321
pair_1608,0.335230709
pair_1609,0.377660291
pair_161,0.344703883
pair_1610,0.37211926
pair_1611,0.354835026
pair_1612,0.4286565
pair_1613,0.33306417
pair_1614,0.345352823
pair_1615,0.309966013
pair_1616,0.307149602
pair_1617,0.401508279
pair_1618,0.306732473
pair_1619,0.371254451
pair_162,0.316649942
pair_1620,0.347108779
pair_1621,0.340482257
pair_1622,0.348181018
pair_1623,0.314009094
pair_1624,0.329130561
pair_1625,0.326504743
pair_1626,0.354525406
pair_1627,0.360663249
pair_1628,0.311261644
pair_1629,0.300301107
pair_163,0.333622331
pair_1630,0.328702545
pair_1631,0.322002852
pair_1632,0.336189733
pair_1633,0.323285123
pair_1634,0.328096668
pair_1635,0.29807228
pair_164,0.317157869
pair_165,0.327341392
pair_166,0.314333208
pair_167,0.308035959
pair_168,0.312505415
pair_169,0.31047297
pair_17,0.377920769
pair_170,0.316318723
pair_171,0.401778529
pair_172,0.473237773
pair_173,0.375752197
pair_174,0.454715841
pair_175,0.39366935
pair_176,0.376719329
pair_177,0.361457847
pair_178,0.360052106
pair_179,0.395535573
pair_18,0.358636715
pair_180,0.384940146
pair_181,0.365289334
pair_182,0.376524452
pair_183,0.318945519
pair_184,0.322695462
pair_185,0.287561559
pair_186,0.330959955
pair_187,0.319729956
pair_188,0.282599283
pair_189,0.332743923
pair_19,0.389757972
pair_190,0.357226271
pair_191,0.376942723
pair_192,0.406572991
pair_193,0.366208672
pair_194,0.278627914
pair_195,0.332780498
pair_196,0.360551616
pair_197,0.375930558
pair_198,0.393339148
pair_199,0.313961516
pair_2,0.341679698
pair_20,0.356888533
pair_200,0.382015577
pair_201,0.33442354
pair_202,0.340670933
pair_203,0.341045083
pair_204,0.359794561
pair_205,0.319477301
pair_206,0.339995063
pair_207,0.379811346
pair_208,0.33098039
pair_209,0.295098445
pair_21,0.362798869
pair_210,0.321362182
pair_211,0.289920846
pair_212,0.312793535
pair_213,0.301642669
pair_214,0.294077848
pair_215,0.38832836
pair_216,0.353673556
pair_217,0.303335639
pair_218,0.282014796
pair_219,0.302245262
pair_22,0.358710013
pair_220,0.292397048
pair_221,0.334248396
pair_222,0.277491833
pair_223,0.32525863
pair_224,0.363411287
pair_225,0.360188488
pair_226,0.34516467
pair_227,0.437414929
pair_228,0.37700545
pair_229,0.371272388
pair_23,0.316891119
pair_230,0.320435488
pair_231,0.346345512
pair_232,0.320670117
pair_233,0.336312159
pair_234,0.378874652
pair_235,0.32587119
pair_236,0.299226477
pair_237,0.331413145
pair_238,0.32318525
pair_239,0.347231105
pair_24,0.401560163
pair_240,0.331387336
pair_241,0.449773011
pair_242,0.322254987
pair_243,0.319306803
pair_244,0.298782712
pair_245,0.327671066
pair_246,0.320465095
pair_247,0.35166392
pair_248,0.373263896
pair_249,0.327911308
pair_25,0.33854353
pair_250,0.350919206
pair_251,0.310321547
pair_252,0.32216536
pair_253,0.33369158
pair_254,0.335413276
pair_255,0.344894889
pair_256,0.335096509
pair_257,0.308750769
pair_258,0.426164665
pair_259,0.354789276
pair_26,0.37701563
pair_260,0.352785688
pair_261,0.343411348
pair_262,0.303418593
pair_263,0.341399242
pair_264,0.352593714
pair_265,0.316120576
pair_266,0.334327576
pair_267,0.308866908
pair_268,0.330993878
pair_269,0.362141546
pair_27,0.333296473
pair_270,0.320175745
pair_271,0.382561337
pair_272,0.345725552
pair_273,0.371604212
pair_274,0.32393601
pair_275,0.321373882
pair_276,0.341972045
pair_277,0.314588163
pair_278,0.283806574
pair_279,0.287021215
pair_28,0.348787627
pair_280,0.326504525
pair_281,0.402709372
pair_282,0.323695641
pair_283,0.326506554
pair_284,0.332408462
pair_285,0.366151226
pair_286,0.356699749
pair_287,0.199046061
pair_288,0.213799961
pair_289,0.358116097
pair_29,0.338361726
pair_290,0.276614552
pair_291,0.343906486
pair_292,0.30098419
pair_293,0.290402557
pair_294,0.244901912
pair_295,0.269275322
pair_296,0.266004041
pair_297,0.226458005
pair_298,0.225399047
pair_299,0.262688802
pair_3,0.308715836
pair_30,0.360278694
pair_300,0.268259204
pair_301,0.320702779
pair_302,0.233979001
pair_303,0.367842269
pair_304,0.372143237
pair_305,0.342629205
pair_306,0.335330525
pair_307,0.313692043
pair_308,0.401643989
pair_309,0.346398162
pair_31,0.49669187
pair_310,0.355880443
pair_311,0.330660799
pair_312,0.337659444
pair_313,0.31489177
pair_314,0.336992853
pair_315,0.31470506
pair_316,0.391816182
pair_317,0.458087465
pair_318,0.348778611
pair_319,0.436143494
pair_32,0.327224839
pair_320,0.326475726
pair_321,0.341173196
pair_322,0.332004088
pair_323,0.262552358
pair_324,0.382484107
pair_325,0.37508719
pair_326,0.3419981
pair_327,0.401716976
pair_328,0.430677965
pair_329,0.385697898
pair_33,0.349896106
pair_330,0.325622933
pair_331,0.364248968
pair_332,0.346265751
pair_333,0.310996827
pair_334,0.395612014
pair_335,0.423063502
pair_336,0.37726743
pair_337,0.359662715
pair_338,0.347281396
pair_339,0.322494093
pair_34,0.32917155
pair_340,0.360611792
pair_341,0.383405872
pair_342,0.422199662
pair_343,0.316210216
pair_344,0.358422256
pair_345,0.408529722
pair_346,0.456955749
pair_347,0.332171175
pair_348,0.335117131
pair_349,0.353631476
pair_35,0.318268256
pair_350,0.345915343
pair_351,0.356058461
pair_352,0.429549622
pair_353,0.307408171
pair_354,0.375998374
pair_355,0.349597469
pair_356,0.272151296
pair_357,0.393727776
pair_358,0.355632436
pair_359,0.352503965
pair_36,0.292818745
pair_360,0.36531552
pair_361,0.329097562
pair_362,0.33451458
pair_363,0.33841261
pair_364,0.324971728
pair_365,0.361571046
pair_366,0.326158007
pair_367,0.339993071
pair_368,0.383177234
pair_369,0.364107122
pair_37,0.332267157
pair_370,0.372737358
pair_371,0.306886838
pair_372,0.319148382
pair_373,0.359922483
pair_374,0.351485659
pair_375,0.399770693
pair_376,0.328684455
pair_377,0.339354824
pair_378,0.299794296
pair_379,0.336149576
pair_38,0.32171794
pair_380,0.365384821
pair_381,0.326100155
pair_382,0.340058519
pair_383,0.364993222
pair_384,0.329003519
pair_385,0.351433662
pair_386,0.340109772
pair_387,0.34545533
pair_388,0.347972371
pair_389,0.357333697
pair_39,0.350159627
pair_390,0.339930042
pair_391,0.363264357
pair_392,0.341315973
pair_393,0.303401064
pair_394,0.363038209
pair_395,0.287335048
pair_396,0.375051936
pair_397,0.392967827
pair_398,0.373814151
pair_399,0.372682947
pair_4,0.335024322
pair_40,0.316116409
pair_400,0.305642534
pair_401,0.314654732
pair_402,0.336472018
pair_403,0.339716317
pair_404,0.393012901
pair_405,0.392221309
pair_406,0.317894345
pair_407,0.368297063
pair_408,0.361646292
pair_409,0.376251535
pair_41,0.317016895
pair_410,0.336337006
pair_411,0.393796254
pair_412,0.470851693
pair_413,0.395331695
pair_414,0.330365536
pair_415,0.32390658
pair_416,0.366222275
pair_417,0.35368655
pair_418,0.376577808
pair_419,0.325813
pair_42,0.293690292
pair_420,0.357546103
pair_421,0.320873161
pair_422,0.355881421
pair_423,0.325514776
pair_424,0.344348604
pair_425,0.320271032
pair_426,0.335576814
pair_427,0.342174112
pair_428,0.324150023
pair_429,0.330023736
pair_43,0.30364838
pair_430,0.30359625
pair_431,0.357185789
pair_432,0.31525545
pair_433,0.350206746
pair_434,0.310093171
pair_435,0.285594704
pair_436,0.337166196
pair_437,0.34114934
pair_438,0.300367282
pair_439,0.375613974
pair_44,0.309743377
pair_440,0.346463781
pair_441,0.330854169
pair_442,0.443235187
pair_443,0.386139577
pair_444,0.37796699
pair_445,0.308084251
pair_446,0.336755604
pair_447,0.323979673
pair_448,0.357179777
pair_449,0.380790806
pair_45,0.321450725
pair_450,0.332981284
pair_451,0.343831
pair_452,0.348440427
pair_453,0.339111229
pair_454,0.338421265
pair_455,0.311486573
pair_456,0.30553892
pair_457,0.306805612
pair_458,0.306360965
pair_459,0.310713554
pair_46,0.357231286
pair_460,0.313633944
pair_461,0.307459191
pair_462,0.303410524
pair_463,0.305340009
pair_464,0.315508102
pair_465,0.325775365
pair_466,0.343724632
pair_467,0.340209644
pair_468,0.33357933
pair_469,0.321473995
pair_47,0.348848677
pair_470,0.312310938
pair_471,0.402864708
pair_472,0.370354685
pair_473,0.465992561
pair_474,0.27637648
pair_475,0.384409999
pair_476,0.312915123
pair_477,0.341000405
pair_478,0.355224108
pair_479,0.392043823
pair_48,0.300626396
pair_480,0.367040285
pair_481,0.352371678
pair_482,0.598587339
pair_483,0.344308229
pair_484,0.303124986
pair_485,0.361428468
pair_486,0.289978025
pair_487,0.334738806
pair_488,0.333237875
pair_489,0.354315782
pair_49,0.450140161
pair_490,0.351603706
pair_491,0.353007204
pair_492,0.334183535
pair_493,0.395391703
pair_494,0.38377244
pair_495,0.349005676
pair_496,0.377635438
pair_497,0.457029764
pair_498,0.352404489
pair_499,0.332843275
pair_5,0.344612081
pair_50,0.347338604
pair_500,0.349344793
pair_501,0.33997904
pair_502,0.37895889
pair_503,0.280105183
pair_504,0.318527746
pair_505,0.354968654
pair_506,0.342089333
pair_507,0.379640939
pair_508,0.396735678
pair_509,0.315058054
pair_51,0.374594041
pair_510,0.330219681
pair_511,0.293522825
pair_512,0.324090726
pair_513,0.315298067
pair_514,0.378166832
pair_515,0.339113868
pair_516,0.332374996
pair_517,0.350429658
pair_518,0.369165723
pair_519,0.258016787
pair_52,0.354166019
pair_520,0.282621217
pair_521,0.342348047
pair_522,0.366647192
pair_523,0.387056315
pair_524,0.286254434
pair_525,0.338776175
pair_526,0.312650576
pair_527,0.336627622
pair_528,0.295135941
pair_529,0.358749768
pair_53,0.364009618
pair_530,0.359437854
pair_531,0.352630828
pair_532,0.332998637
pair_533,0.382211209
pair_534,0.414930178
pair_535,0.372757888
pair_536,0.355542614
pair_537,0.376590781
pair_538,0.382314556
pair_539,0.354877717
pair_54,0.439388307
pair_540,0.333887409
pair_541,0.302296179
pair_542,0.342593999
pair_543,0.326739241
pair_544,0.308190006
pair_545,0.323566853
pair_546,0.332486521
pair_547,0.299417892
pair_548,0.338539805
pair_549,0.331437643
pair_55,0.334012966
pair_550,0.35997056
pair_551,0.378946236
pair_552,0.324077253
pair_553,0.31530514
pair_554,0.322076325
pair_555,0.332826826
pair_556,0.34192464
pair_557,0.408001878
pair_558,0.308893851
pair_559,0.33658154
pair_56,0.34346966
pair_560,0.317560338
pair_561,0.363001526
pair_562,0.328659756
pair_563,0.321998224
pair_564,0.365476488
pair_565,0.36733904
pair_566,0.349814391
pair_567,0.348731502
pair_568,0.298572274
pair_569,0.238783663
pair_57,0.332239377
pair_570,0.332717645
pair_571,0.335514007
pair_572,0.304541672
pair_573,0.320670187
pair_574,0.307338593
pair_575,0.319740335
pair_576,0.328169036
pair_577,0.317897848
pair_578,0.301637575
pair_579,0.310834549
pair_58,0.390983652
pair_580,0.319632302
pair_581,0.329201356
pair_582,0.436527368
pair_583,0.350896279
pair_584,0.337307992
pair_585,0.364157411
pair_586,0.400146737
pair_587,0.334087256
pair_588,0.27912402
pair_589,0.354348105
pair_59,0.325024586
pair_590,0.337859377
pair_591,0.311316381
pair_592,0.27265363
pair_593,0.287556684
pair_594,0.347604486
pair_595,0.342563336
pair_596,0.301670006
pair_597,0.308062299
pair_598,0.28800515
pair_599,0.302359624
pair_6,0.397124055
pair_60,0.332747863
pair_600,0.263261052
pair_601,0.324917923
pair_602,0.29420416
pair_603,0.347242244
pair_604,0.325912904
pair_605,0.36440801
pair_606,0.309172233
pair_607,0.357982559
pair_608,0.316227178
pair_609,0.307938588
pair_61,0.331101972
pair_610,0.353828936
pair_611,0.385221605
pair_612,0.356541825
pair_613,0.341802969
pair_614,0.326973159
pair_615,0.315699387
pair_616,0.27903145
pair_617,0.304582135
pair_618,0.369518149
