pair_id,sent1_text,sent2_text,domain,group,avg,model_similarity,model_similarity2
pair_1077,My g/f and I both agreed the food was very mediocre especially considering the price.,"The appetizer was interesting, but the Creme Brulee was very savory and delicious.",Restaurant,Different,1.5,-0.43895708618433216,-0.4389570355415344
pair_1078,Service was decent.,"Should check-up on us more frequently, don't you think?",Restaurant,Different,2.0,0.47080957652384825,0.47080957889556885
pair_1079,Service was decent.,Although the service could be improved considering the money you put in.,Restaurant,Different,1.5,0.3186864548901003,0.31868642568588257
pair_108,"Boot time is super fast, around anywhere from 35 seconds to 1 minute.",The machine now has 10 gigs of RAM and it works just fine.,Laptop,Same,2.666666667,0.5808032795996398,0.5808032751083374
pair_1080,"Excellent food, nice ambience, fairly expensive","The appetizer was interesting, but the Creme Brulee was very savory and delicious.",Restaurant,Same,3.0,0.8975214674422304,0.8975213766098022
pair_1081,Although the service could be improved considering the money you put in.,"Should check-up on us more frequently, don't you think?",Restaurant,Same,1.6666666669999999,0.28482194961367724,0.2848219871520996
pair_1082,Best Indian food in L.A.,I can highly recommend their various saag and paneer and korma.,Restaurant,Same,2.5,0.8153501536173161,0.8153500556945801
pair_1083,Best Indian food in L.A.,– I really enjoyed my meal here.,Restaurant,Same,3.0,0.8008056526175601,0.8008056879043579
pair_1084,The chicken curry and chicken tikka masala are my favorite meat dishes.,Fresh ingrediants and super tasty.,Restaurant,Same,3.0,0.7397020686937829,0.7397021055221558
pair_1085,The chicken curry and chicken tikka masala are my favorite meat dishes.,The place is the next best thing to my Moms cooking.,Restaurant,Same,3.0,0.7933655583263941,0.7933655381202698
pair_1086,The chicken curry and chicken tikka masala are my favorite meat dishes.,"Even the chickpeas, which I normally find too dry, were good.",Restaurant,Same,2.0,0.642039701760791,0.6420396566390991
pair_1087,The chana masala (garbanzo beans) are also excellent.,I can highly recommend their various saag and paneer and korma.,Restaurant,Same,3.333333333,0.8811861629065801,0.8811860084533691
pair_1088,The chana masala (garbanzo beans) are also excellent.,i highly recommend this place to all that want to try indain food for the first time.,Restaurant,Same,2.75,0.8388148146163039,0.8388147354125977
pair_1089,hidden little jem,i love this place!,Restaurant,Same,2.75,-0.0991052219973334,-0.09910523891448975
pair_109,"Boot time is super fast, around anywhere from 35 seconds to 1 minute.",I spend so much time waiting for it.,Laptop,Different,1.333333333,0.26334374496590085,0.2633437514305115
pair_1090,Never too crowded and always great service.,I appreciate their delivery too.,Restaurant,Same,2.666666667,0.8987657959843758,0.8987656831741333
pair_1091,Never too crowded and always great service.,"Normally, places ask how hot you want it, but they didn't.",Restaurant,Different,1.0,-0.3851194192722005,-0.38511937856674194
pair_1092,Never too crowded and always great service.,And they packaged everything nicely so it didn't spill.,Restaurant,Same,2.75,0.7430339009574398,0.7430339455604553
pair_1093,I think I have probably tried each item on their menu at least once it is all excellent.,I can highly recommend their various saag and paneer and korma.,Restaurant,Same,3.0,0.8736422499406913,0.873642086982727
pair_1094,I think I have probably tried each item on their menu at least once it is all excellent.,I should have thought to bring it up but never expected the food to be that mild.,Restaurant,Different,3.0,0.013521661763802317,0.013521664775907993
pair_1095,I can highly recommend their various saag and paneer and korma.,"Even the chickpeas, which I normally find too dry, were good.",Restaurant,Same,2.75,0.7789599735267484,0.7789598703384399
pair_1096,I appreciate their delivery too.,"Normally, places ask how hot you want it, but they didn't.",Restaurant,Different,1.5,-0.3670553834567243,-0.36705535650253296
pair_1097,I appreciate their delivery too.,And they packaged everything nicely so it didn't spill.,Restaurant,Same,3.5,0.7745907719241854,0.7745908498764038
pair_1098,i highly recommend this place to all that want to try indain food for the first time.,Fresh ingrediants and super tasty.,Restaurant,Same,3.25,0.8485450497802686,0.8485450148582458
pair_1099,– I really enjoyed my meal here.,Fresh ingrediants and super tasty.,Restaurant,Same,3.25,0.882396485763345,0.8823964595794678
pair_11,"It takes less time to power up, and if you just close the case it go into sleep mode.",Machine is flying and with parallels desktop 8 I have my old PC notebook completely functional on my MBP.,Laptop,Same,3.0,-0.10553313993249014,-0.10553313791751862
pair_110,"Boot time is super fast, around anywhere from 35 seconds to 1 minute.","Mine has been though hundreds of parties, weddings, quinces, anything involving performances, it can take it!",Laptop,Same,2.666666667,0.5579596225150637,0.5579596757888794
pair_1100,"I had yummy lamb korma, saag paneer, samosas, naan, etc.",i highly recommend this place to all that want to try indain food for the first time.,Restaurant,Same,3.4,0.8036891336093911,0.8036890029907227
pair_1101,"I had yummy lamb korma, saag paneer, samosas, naan, etc.",Fresh ingrediants and super tasty.,Restaurant,Same,3.0,0.8278302965505832,0.8278301954269409
pair_1102,"I had yummy lamb korma, saag paneer, samosas, naan, etc.","Even the chickpeas, which I normally find too dry, were good.",Restaurant,Same,3.0,0.7682553830433998,0.7682552337646484
pair_1103,"Normally, places ask how hot you want it, but they didn't.",And they packaged everything nicely so it didn't spill.,Restaurant,Different,1.333333333,-0.20996506283380767,-0.2099650800228119
pair_1104,I should have thought to bring it up but never expected the food to be that mild.,"Even the chickpeas, which I normally find too dry, were good.",Restaurant,Different,2.0,-0.004209980493209198,-0.004209982231259346
pair_1105,"The naan was some of the best I've had and I really enjoyed the bhartha, not too tomatoey.",The place is the next best thing to my Moms cooking.,Restaurant,Same,3.0,0.813952080651381,0.8139520883560181
pair_1106,"Even the chickpeas, which I normally find too dry, were good.",– i have been eating at this place for over 8 years now and i have never had one bad meal.,Restaurant,Same,3.25,0.5900646966467519,0.5900647044181824
pair_1107,"Even the chickpeas, which I normally find too dry, were good.",i highly recommend this place to all that want to try indain food for the first time.,Restaurant,Same,2.75,0.768256293465881,0.7682561874389648
pair_1108,"Even the chickpeas, which I normally find too dry, were good.",The place is the next best thing to my Moms cooking.,Restaurant,Same,2.75,0.6862962700332875,0.6862961649894714
pair_1109,great lunch spot,This place rocks!!,Restaurant,Same,3.25,0.7211138589749053,0.7211138010025024
pair_111,"Boot time is super fast, around anywhere from 35 seconds to 1 minute.",Three years ago I had purchased this bad boy and it still runs great!,Laptop,Same,2.666666667,0.5620032033585229,0.5620032548904419
pair_1110,great lunch spot,– Great financial district mexican spot.,Restaurant,Same,3.5,0.8651751447118524,0.8651750683784485
pair_1111,great lunch spot,"– This is one of my top lunch spots, huge portions, fast service and amazing margaritas!!",Restaurant,Same,3.6,0.8886208844657917,0.8886208534240723
pair_1112,great lunch spot,– Best Mexican place for lunch in the financial district.,Restaurant,Same,3.0,0.873353771976622,0.8733537197113037
pair_1113,– Great financial district mexican spot.,"– This is one of my top lunch spots, huge portions, fast service and amazing margaritas!!",Restaurant,Same,2.25,0.8820066500243026,0.8820066452026367
pair_1114,"Always busy, but they are good at seating you promptly and have quick service.","– Mercedes restaurant is so tasty, the service is undeniably awesome!",Restaurant,Same,2.4,0.8844913899602977,0.884491503238678
pair_1115,"Always busy, but they are good at seating you promptly and have quick service.",You can order to go if you have to get back to the office too!,Restaurant,Same,2.75,0.6123743291965823,0.6123743057250977
pair_1116,You can order to go if you have to get back to the office too!,"– Mercedes restaurant is so tasty, the service is undeniably awesome!",Restaurant,Same,2.5,0.569163821691247,0.5691637992858887
pair_1117,"Great food, better Margaritas!","The catering is out of this world, and Raouls chicken vegetable soup rocks my world!!!",Restaurant,Same,3.0,0.7099831020360351,0.7099831700325012
pair_1118,"– This is one of my top lunch spots, huge portions, fast service and amazing margaritas!!",This place rocks!!,Restaurant,Same,3.0,0.7317721142016418,0.7317720651626587
pair_1119,Love the enchiladas and chicken soup - and be sure to check out their specials.,"The catering is out of this world, and Raouls chicken vegetable soup rocks my world!!!",Restaurant,Same,2.75,0.77534152184346,0.7753415107727051
pair_112,I'm sure you won't regret making this purchase.,I hope you don't make the same mistake...,Laptop,Different,1.5,0.259272095001148,0.25927212834358215
pair_1120,Love the enchiladas and chicken soup - and be sure to check out their specials.,"Great food, better Margaritas!",Restaurant,Same,3.0,0.8596849310377445,0.859684944152832
pair_1121,The cooks have been at the restaurant for years and cook family recipes.,"Great food, better Margaritas!",Restaurant,Same,3.0,0.4584175317250009,0.45841753482818604
pair_1122,my service was stellar!,"– Mercedes restaurant is so tasty, the service is undeniably awesome!",Restaurant,Same,4.0,0.9019863804724074,0.9019864201545715
pair_1123,my service was stellar!,"Always busy, but they are good at seating you promptly and have quick service.",Restaurant,Same,3.0,0.8662899307677463,0.8662899732589722
pair_1124,my service was stellar!,You can order to go if you have to get back to the office too!,Restaurant,Same,2.5,0.563782204752257,0.5637821555137634
pair_1125,my service was stellar!,the bus boy even spotted that my table was shaking a stabilized it for me.,Restaurant,Same,3.5,0.3833994227047274,0.38339942693710327
pair_1126,the bus boy even spotted that my table was shaking a stabilized it for me.,"– Mercedes restaurant is so tasty, the service is undeniably awesome!",Restaurant,Same,3.0,0.3277248804723838,0.3277249038219452
pair_1127,the bus boy even spotted that my table was shaking a stabilized it for me.,"Always busy, but they are good at seating you promptly and have quick service.",Restaurant,Same,2.333333333,0.44310353848460227,0.4431036114692688
pair_1128,the bus boy even spotted that my table was shaking a stabilized it for me.,You can order to go if you have to get back to the office too!,Restaurant,Same,1.6666666669999999,0.27701189304635,0.277011901140213
pair_1129,"food was fine, with a some little-tastier-than-normal salsa.","The catering is out of this world, and Raouls chicken vegetable soup rocks my world!!!",Restaurant,Same,3.0,0.2713264847292951,0.2713265120983124
pair_113,I'm sure you won't regret making this purchase.,Have bought several laptops in last several years and hands down this has been the best ever.,Laptop,Same,3.25,0.7600185588377102,0.7600186467170715
pair_1130,If you're in the area you shouldn't be disappointed.,This place rocks!!,Restaurant,Same,3.0,0.5553659626178472,0.5553659200668335
pair_1131,If you're in the area you shouldn't be disappointed.,– Great financial district mexican spot.,Restaurant,Same,2.6,0.5265783526148203,0.5265783667564392
pair_1132,If you're in the area you shouldn't be disappointed.,Ok.... – Maybe I went in on someone's bad day....,Restaurant,Different,1.5,0.10384341727931401,0.10384341329336166
pair_1133,If you're in the area you shouldn't be disappointed.,I don't know if I'll be back....,Restaurant,Different,1.75,0.025606778433585164,0.025606779381632805
pair_1134,Ok.... – Maybe I went in on someone's bad day....,great lunch spot,Restaurant,Different,1.0,-0.2663079949909011,-0.2663079798221588
pair_1135,Ok.... – Maybe I went in on someone's bad day....,– Great financial district mexican spot.,Restaurant,Different,1.6666666669999999,-0.3227536527714474,-0.3227536380290985
pair_1136,Ok.... – Maybe I went in on someone's bad day....,– Best Mexican place for lunch in the financial district.,Restaurant,Different,1.0,-0.28572911220703756,-0.2857291102409363
pair_1137,Ok.... – Maybe I went in on someone's bad day....,I don't know if I'll be back....,Restaurant,Same,2.333333333,0.5728783242116834,0.5728783011436462
pair_1138,I don't know if I'll be back....,This place rocks!!,Restaurant,Different,1.5,-0.11563687450380344,-0.11563687026500702
pair_1139,I don't know if I'll be back....,– Best Mexican place for lunch in the financial district.,Restaurant,Different,1.25,-0.2691741640813996,-0.26917415857315063
pair_114,I'm sure you won't regret making this purchase.,I plan on using my MacBook Pro for a long time.,Laptop,Same,2.666666667,0.6493443005002549,0.6493443846702576
pair_1140,It was decent but nothing exceptional.,"I know many people have their favorite types of pizza and pizza places, but Mioposto's pizza lacks quality and good taste.",Restaurant,Different,2.0,0.6176152986123997,0.6176153421401978
pair_1141,It was decent but nothing exceptional.,"To be honest, I've had better frozen pizza.",Restaurant,Different,2.25,0.35512680013340314,0.35512685775756836
pair_1142,It was decent but nothing exceptional.,"Great Pizza, Poor Service",Restaurant,Different,1.5,0.388910985462102,0.3889109194278717
pair_1143,It was decent but nothing exceptional.,"– Love their pizza, especially the mushroom pizza.",Restaurant,Different,1.25,-0.29633720946294817,-0.29633718729019165
pair_1144,It was decent but nothing exceptional.,Also love their caeser salad.,Restaurant,Different,1.333333333,-0.273845319271258,-0.2738453149795532
pair_1145,It was decent but nothing exceptional.,Try the Pizza Ensalata!,Restaurant,Different,2.25,-0.25028869729453396,-0.2502886950969696
pair_1146,Well I guess it's hard to be seated when one is invisible to the staff.,We stood there for 10 minutes while employees walked back and forth ignoring us.,Restaurant,Same,3.0,0.5235185990524086,0.5235186815261841
pair_1147,Well I guess it's hard to be seated when one is invisible to the staff.,Once seated it took about 30 minutes to finally get the meal.,Restaurant,Same,2.333333333,0.37764373860299294,0.37764376401901245
pair_1148,Well I guess it's hard to be seated when one is invisible to the staff.,Poor customer service/poor pizza.,Restaurant,Same,3.0,0.5746573472845232,0.5746573209762573
pair_1149,Well I guess it's hard to be seated when one is invisible to the staff.,"– As with most restaurants in Seattle, Mioposto's service was bad and the food was overpriced.",Restaurant,Same,2.333333333,0.6106535483968657,0.6106535196304321
pair_115,I am really sorry I bought this machine.,"I have used this product for only 2 days, but I can't wait to use it more.",Laptop,Different,0.666666667,-0.14777940081733698,-0.1477794051170349
pair_1150,Well I guess it's hard to be seated when one is invisible to the staff.,"Prefer to order it and pick it up though because I don't like the servers, one young woman in particular.",Restaurant,Same,2.5,0.54471808046184,0.5447180867195129
pair_1151,Well I guess it's hard to be seated when one is invisible to the staff.,She doesn't make you feel welcome and treats you like an annoyance.,Restaurant,Same,3.0,0.6543903945684274,0.6543904542922974
pair_1152,Well I guess it's hard to be seated when one is invisible to the staff.,"But she is very friendly with certain people, making it even more annoying.",Restaurant,Same,3.0,0.4971942834310368,0.4971942901611328
pair_1153,Well I guess it's hard to be seated when one is invisible to the staff.,Management should really take notice and train their waitstaff and teach them some proper manners.,Restaurant,Same,3.0,0.16378786337810647,0.163787841796875
pair_1154,Well I guess it's hard to be seated when one is invisible to the staff.,"I've always found the wait staff and, if you sit at the bar, the cooks very friendly.",Restaurant,Different,2.0,-0.13615091547281288,-0.13615089654922485
pair_1155,We stood there for 10 minutes while employees walked back and forth ignoring us.,Once seated it took about 30 minutes to finally get the meal.,Restaurant,Same,3.0,0.3504824552681811,0.3504824936389923
pair_1156,We stood there for 10 minutes while employees walked back and forth ignoring us.,Poor customer service/poor pizza.,Restaurant,Same,2.75,0.748161990652038,0.748162031173706
pair_1157,We stood there for 10 minutes while employees walked back and forth ignoring us.,"– As with most restaurants in Seattle, Mioposto's service was bad and the food was overpriced.",Restaurant,Same,3.0,0.7675905995181866,0.7675906419754028
pair_1158,We stood there for 10 minutes while employees walked back and forth ignoring us.,"Prefer to order it and pick it up though because I don't like the servers, one young woman in particular.",Restaurant,Same,2.333333333,0.5246582712657244,0.5246582627296448
pair_1159,We stood there for 10 minutes while employees walked back and forth ignoring us.,She doesn't make you feel welcome and treats you like an annoyance.,Restaurant,Same,3.25,0.7354103631014562,0.7354104518890381
pair_116,They did not replace the motherboard.,Instead they 'tightened' a loose wire.,Laptop,Same,2.5,0.4328964755768825,0.4328964352607727
