pair_id,sent1_text,sent2_text,domain,group,avg,model_similarity,model_similarity2
pair_1016,"However, the value and service are both severely lacking.","plus, i am allergic to rice, and the waitstaff was unbelievably accomodating -- didn't even bat an eye!",Restaurant,Different,1.8,0.4501783713939769,0.4501784145832062
pair_1017,"However, the value and service are both severely lacking.",and the waiter suggested a perfect sake!!,Restaurant,Different,1.25,0.06672369389358757,0.06672370433807373
pair_1018,"However, the value and service are both severely lacking.","The only problem would be the wait, but we usually just have a drink in the front while waiting.",Restaurant,Different,2.4,0.3154378613658593,0.3154378831386566
pair_1019,"However, the value and service are both severely lacking.",The nicest waiters in town.,Restaurant,Different,1.0,0.10660369264812197,0.10660368204116821
pair_102,I would recommend it to anyone.,"Out of all the laptops I have owned, this is by far the best!",Laptop,Same,3.0,0.5523565816803699,0.5523566007614136
pair_1020,"However, the value and service are both severely lacking.","On weekends, you might have to wait for couple hours.",Restaurant,Different,3.0,0.14911098525635902,0.14911098778247833
pair_1021,"However, the value and service are both severely lacking.",The service was courteous and attentive.,Restaurant,Different,0.666666667,0.16337834161039977,0.16337832808494568
pair_1022,"However, the value and service are both severely lacking.",6pm on a Sat before a Broadway play and we were quickly seated and served.,Restaurant,Different,1.0,-0.04697708462731476,-0.04697708785533905
pair_1023,"However, the value and service are both severely lacking.",great service.,Restaurant,Different,0.333333333,0.27990896174645186,0.2799089550971985
pair_1024,"However, the value and service are both severely lacking.",The service ranges from mediocre to offensive.,Restaurant,Same,3.75,0.5364301911892922,0.5364301800727844
pair_1025,The service ranges from mediocre to offensive.,and the waiter suggested a perfect sake!!,Restaurant,Different,1.0,0.11927492410535145,0.11927492916584015
pair_1026,The service ranges from mediocre to offensive.,"The only problem would be the wait, but we usually just have a drink in the front while waiting.",Restaurant,Different,2.25,0.25120669375286353,0.2512066960334778
pair_1027,The service ranges from mediocre to offensive.,The waiters are very experienced and helpful with pairing your drink choice to your food tastes or vice versa.,Restaurant,Different,0.666666667,0.22179842240784753,0.22179843485355377
pair_1028,The service ranges from mediocre to offensive.,The nicest waiters in town.,Restaurant,Different,0.75,0.15114040176798438,0.15114042162895203
pair_1029,The service ranges from mediocre to offensive.,"On weekends, you might have to wait for couple hours.",Restaurant,Different,2.25,0.2629283411347172,0.2629283368587494
pair_103,I would recommend it to anyone.,The most disappointing purchase of my life!,Laptop,Different,0.333333333,0.01511590765731985,0.015115905553102493
pair_1030,The service ranges from mediocre to offensive.,The service was courteous and attentive.,Restaurant,Different,0.666666667,0.33036071190783034,0.33036068081855774
pair_1031,The service ranges from mediocre to offensive.,6pm on a Sat before a Broadway play and we were quickly seated and served.,Restaurant,Different,0.5,0.06920174738809481,0.0692017525434494
pair_1032,The service ranges from mediocre to offensive.,great service.,Restaurant,Different,0.25,0.35477075292601723,0.3547707200050354
pair_1033,Freshest sushi  – I love this restaurant.,Unbeatable sushi!,Restaurant,Same,3.666666667,0.7036451226921946,0.7036451697349548
pair_1034,Freshest sushi  – I love this restaurant.,"Melt in your mouth nigiri and sashmi, and very tasty rolls too.",Restaurant,Same,3.333333333,0.5204023785931545,0.5204023718833923
pair_1035,Freshest sushi  – I love this restaurant.,Be sure to try the oyster roll.,Restaurant,Same,3.0,0.3453164903142333,0.34531649947166443
pair_1036,They pay such detail to everything from miso soup to complex rolls.,"I have been here, spent tons of money on a chef special dinner and it was a major dissappointment.",Restaurant,Different,0.666666667,0.27303360475194216,0.27303361892700195
pair_1037,They pay such detail to everything from miso soup to complex rolls.,Unbeatable sushi!,Restaurant,Same,2.4,0.2837024687885097,0.28370243310928345
pair_1038,They pay such detail to everything from miso soup to complex rolls.,"Melt in your mouth nigiri and sashmi, and very tasty rolls too.",Restaurant,Same,3.0,0.446929705524612,0.4469296932220459
pair_1039,They pay such detail to everything from miso soup to complex rolls.,"Best food, phenominal service ",Restaurant,Same,3.0,0.4795809433421221,0.47958090901374817
pair_104,I would recommend it to anyone.,This computer is like...  I'm lost for words.,Laptop,Same,2.666666667,0.12755863699984982,0.127558633685112
pair_1040,They pay such detail to everything from miso soup to complex rolls.,Green tea creme brulee gets better each time I have it.,Restaurant,Same,3.0,0.29141812645644394,0.2914181053638458
pair_1041,They pay such detail to everything from miso soup to complex rolls.,The best Chuwam Mushi I have ever had.,Restaurant,Same,2.75,0.32587294492597163,0.3258729577064514
pair_1042,They pay such detail to everything from miso soup to complex rolls.,"the fish was fresh, though it was cut very thin.",Restaurant,Same,2.333333333,0.32227156730477113,0.32227152585983276
pair_1043,The sashimi was the freshest and most tender I have ever tasted.,"I have been here, spent tons of money on a chef special dinner and it was a major dissappointment.",Restaurant,Different,0.666666667,0.19998226827877696,0.19998228549957275
pair_1044,The sashimi was the freshest and most tender I have ever tasted.,Unbeatable sushi!,Restaurant,Same,3.333333333,0.6658564973653759,0.6658565402030945
pair_1045,The sashimi was the freshest and most tender I have ever tasted.,Two thumbs up!,Restaurant,Same,2.666666667,0.3276430943025226,0.32764309644699097
pair_1046,The sashimi was the freshest and most tender I have ever tasted.,This is right up there with places in Tokyo as far as the freshness is concerned.,Restaurant,Same,3.333333333,0.562498227754376,0.5624982118606567
pair_1047,The sashimi was the freshest and most tender I have ever tasted.,"The sushi is as fresh as it comes?you'd think ocean was in their backyard, no joke!",Restaurant,Same,3.333333333,0.6387367712335974,0.6387367844581604
pair_1048,The sashimi was the freshest and most tender I have ever tasted.,The sushi was excellent and the wait staff was quick.,Restaurant,Same,3.25,0.6946983579781613,0.6946983337402344
pair_1049,The sashimi was the freshest and most tender I have ever tasted.,Amazing Spanish Mackeral special appetizer and perfect box sushi (that eel with avodcao -- um um um).,Restaurant,Same,3.0,0.6710750921287805,0.6710751056671143
pair_105,"Boot time is super fast, around anywhere from 35 seconds to 1 minute.",From time to time I get the 'spinning beach ball' that holds up progress.,Laptop,Different,1.0,0.34881841917848133,0.34881842136383057
pair_1050,The sashimi was the freshest and most tender I have ever tasted.,"Their specialty rolls are impressive, though I can't remember what we had.",Restaurant,Same,2.666666667,0.3402528659537951,0.34025290608406067
pair_1051,Their apps are all delicious.,had many dishes but the BEST was the lobster 3 ways.,Restaurant,Same,2.4,0.47423114658751375,0.47423118352890015
pair_1052,Their apps are all delicious.,"Everything, and I mean everything on the menu is delectable.",Restaurant,Same,3.333333333,0.6731777060167643,0.6731777191162109
pair_1053,Their apps are all delicious.,Best Sushi in town.,Restaurant,Same,3.0,0.5752228387672343,0.5752228498458862
pair_1054,Their apps are all delicious.,The sushi here is delicious!,Restaurant,Same,3.0,0.6988577171336524,0.6988576650619507
pair_1055,Their apps are all delicious.,Amazing Spanish Mackeral special appetizer and perfect box sushi (that eel with avodcao -- um um um).,Restaurant,Same,3.0,0.6023034160051575,0.6023033857345581
pair_1056,Their apps are all delicious.,you are with a hot date and he/she has an urge for sushi...then this might be the place.,Restaurant,Same,2.5,0.41362954368249816,0.41362959146499634
pair_1057,You are bound to have a very charming time.,absolutely fabulous!!!,Restaurant,Same,3.75,0.7363971680340262,0.7363970279693604
pair_1058,You are bound to have a very charming time.,I don't know why anyone would want to write a great review about this place.,Restaurant,Different,1.333333333,0.25065609700118086,0.2506560683250427
pair_1059,You are bound to have a very charming time.,DONOT GO!,Restaurant,Different,0.5,0.032181606525317985,0.03218160569667816
pair_106,"Boot time is super fast, around anywhere from 35 seconds to 1 minute.","Pros:  o It usually runs very smoothly, but Apple has an excellent support team that is always willing to help customers.",Laptop,Same,3.0,0.31883374687712873,0.31883370876312256
pair_1060,You are bound to have a very charming time.,VERY GOOD!,Restaurant,Same,3.4,0.8410885283025404,0.8410885334014893
pair_1061,You are bound to have a very charming time.,Never had one single problem there.,Restaurant,Same,3.5,0.40342318470812766,0.40342316031455994
pair_1062,You are bound to have a very charming time.,"Once you're inside, the real experience begins.",Restaurant,Same,1.333333333,0.42458374056133585,0.42458367347717285
pair_1063,You are bound to have a very charming time.,Cut to the chase - this is amazing!,Restaurant,Same,3.25,0.6618046870023777,0.6618046760559082
pair_1064,You are bound to have a very charming time.,Blue Ribbon lives up to it's fantastic reputation.,Restaurant,Same,3.0,0.7344660168358911,0.7344659566879272
pair_1065,You are bound to have a very charming time.,I went here on a recommendation and will surely return time and time again.,Restaurant,Same,3.25,0.5052826998260576,0.5052827596664429
pair_1066,You are bound to have a very charming time.,What a find!,Restaurant,Same,2.5,0.7127637297839081,0.712763786315918
pair_1067,You are bound to have a very charming time.,"There is only one place on the east coast that has it all, plus a lot more.",Restaurant,Same,3.0,0.4270028829946628,0.42700284719467163
pair_1068,You are bound to have a very charming time.,Well worth it ,Restaurant,Same,3.0,0.8618473736722412,0.8618473410606384
pair_1069,You are bound to have a very charming time.,I went there with a friend from out of town... and we were both very impressed!,Restaurant,Same,3.333333333,0.7928783054468194,0.7928781509399414
pair_107,"Boot time is super fast, around anywhere from 35 seconds to 1 minute.","Well she was right, Whatever in the world took me so long to get a computer that just works.",Laptop,Same,2.75,0.4661684375910966,0.4661684036254883
pair_1070,You are bound to have a very charming time.,One of the best Sushi place in town.,Restaurant,Same,2.75,0.6394284670774072,0.6394284963607788
pair_1071,You are bound to have a very charming time.,"Its worth the wait, especially since they'll give you a call when the table is ready.",Restaurant,Same,3.0,0.7365881256857838,0.7365880012512207
pair_1072,You are bound to have a very charming time.,Always good.,Restaurant,Same,3.333333333,0.8173738849151441,0.8173738718032837
pair_1073,You are bound to have a very charming time.,"I can't saybenough good things about this restaurant, and I can't wait for my next several visits.",Restaurant,Same,2.5,0.24213097365025804,0.24213096499443054
pair_1074,You are bound to have a very charming time.,Not recommanded!!!,Restaurant,Different,0.6,0.09413110522353851,0.09413109719753265
pair_1075,You are bound to have a very charming time.,It is not worth going at all and spend your money there!!!,Restaurant,Different,0.333333333,-0.0730102144662732,-0.07301022112369537
pair_1076,My g/f and I both agreed the food was very mediocre especially considering the price.,"Excellent food, nice ambience, fairly expensive",Restaurant,Different,1.333333333,0.1062103459695447,0.10621034353971481
pair_1077,My g/f and I both agreed the food was very mediocre especially considering the price.,"The appetizer was interesting, but the Creme Brulee was very savory and delicious.",Restaurant,Different,1.5,0.2069744775514889,0.20697447657585144
pair_1078,Service was decent.,"Should check-up on us more frequently, don't you think?",Restaurant,Different,2.0,0.31879237851232745,0.3187923729419708
pair_1079,Service was decent.,Although the service could be improved considering the money you put in.,Restaurant,Different,1.5,0.5869149592166738,0.5869150161743164
pair_108,"Boot time is super fast, around anywhere from 35 seconds to 1 minute.",The machine now has 10 gigs of RAM and it works just fine.,Laptop,Same,2.666666667,0.43105651486531205,0.43105652928352356
pair_1080,"Excellent food, nice ambience, fairly expensive","The appetizer was interesting, but the Creme Brulee was very savory and delicious.",Restaurant,Same,3.0,0.7742513614569843,0.7742513418197632
pair_1081,Although the service could be improved considering the money you put in.,"Should check-up on us more frequently, don't you think?",Restaurant,Same,1.6666666669999999,0.4023506595539319,0.40235066413879395
pair_1082,Best Indian food in L.A.,I can highly recommend their various saag and paneer and korma.,Restaurant,Same,2.5,0.5744122345842819,0.5744122266769409
pair_1083,Best Indian food in L.A.,– I really enjoyed my meal here.,Restaurant,Same,3.0,0.5435987482539881,0.5435987710952759
pair_1084,The chicken curry and chicken tikka masala are my favorite meat dishes.,Fresh ingrediants and super tasty.,Restaurant,Same,3.0,0.2823165138443755,0.28231656551361084
pair_1085,The chicken curry and chicken tikka masala are my favorite meat dishes.,The place is the next best thing to my Moms cooking.,Restaurant,Same,3.0,0.44802970116220775,0.44802969694137573
pair_1086,The chicken curry and chicken tikka masala are my favorite meat dishes.,"Even the chickpeas, which I normally find too dry, were good.",Restaurant,Same,2.0,0.3316214997992625,0.33162152767181396
pair_1087,The chana masala (garbanzo beans) are also excellent.,I can highly recommend their various saag and paneer and korma.,Restaurant,Same,3.333333333,0.6394560280017664,0.6394559741020203
pair_1088,The chana masala (garbanzo beans) are also excellent.,i highly recommend this place to all that want to try indain food for the first time.,Restaurant,Same,2.75,0.4484126908336342,0.44841262698173523
pair_1089,hidden little jem,i love this place!,Restaurant,Same,2.75,0.04971144229223201,0.0497114360332489
pair_109,"Boot time is super fast, around anywhere from 35 seconds to 1 minute.",I spend so much time waiting for it.,Laptop,Different,1.333333333,0.22746979693357694,0.227469801902771
pair_1090,Never too crowded and always great service.,I appreciate their delivery too.,Restaurant,Same,2.666666667,0.7593688127250183,0.7593687772750854
pair_1091,Never too crowded and always great service.,"Normally, places ask how hot you want it, but they didn't.",Restaurant,Different,1.0,0.06803237383449046,0.06803237646818161
pair_1092,Never too crowded and always great service.,And they packaged everything nicely so it didn't spill.,Restaurant,Same,2.75,0.6466187903646957,0.6466187834739685
pair_1093,I think I have probably tried each item on their menu at least once it is all excellent.,I can highly recommend their various saag and paneer and korma.,Restaurant,Same,3.0,0.6688489328584963,0.668848991394043
pair_1094,I think I have probably tried each item on their menu at least once it is all excellent.,I should have thought to bring it up but never expected the food to be that mild.,Restaurant,Different,3.0,0.30341989005523806,0.30341988801956177
pair_1095,I can highly recommend their various saag and paneer and korma.,"Even the chickpeas, which I normally find too dry, were good.",Restaurant,Same,2.75,0.5653934083552166,0.5653934478759766
pair_1096,I appreciate their delivery too.,"Normally, places ask how hot you want it, but they didn't.",Restaurant,Different,1.5,0.05683900185682467,0.056839004158973694
pair_1097,I appreciate their delivery too.,And they packaged everything nicely so it didn't spill.,Restaurant,Same,3.5,0.6877677108538961,0.687767744064331
pair_1098,i highly recommend this place to all that want to try indain food for the first time.,Fresh ingrediants and super tasty.,Restaurant,Same,3.25,0.5971152216692128,0.5971152782440186
pair_1099,– I really enjoyed my meal here.,Fresh ingrediants and super tasty.,Restaurant,Same,3.25,0.6702505145388092,0.6702505350112915
pair_11,"It takes less time to power up, and if you just close the case it go into sleep mode.",Machine is flying and with parallels desktop 8 I have my old PC notebook completely functional on my MBP.,Laptop,Same,3.0,0.08124041988613329,0.08124041557312012
pair_110,"Boot time is super fast, around anywhere from 35 seconds to 1 minute.","Mine has been though hundreds of parties, weddings, quinces, anything involving performances, it can take it!",Laptop,Same,2.666666667,0.3080550516392617,0.3080550730228424
pair_1100,"I had yummy lamb korma, saag paneer, samosas, naan, etc.",i highly recommend this place to all that want to try indain food for the first time.,Restaurant,Same,3.4,0.4332535481578921,0.43325352668762207
pair_1101,"I had yummy lamb korma, saag paneer, samosas, naan, etc.",Fresh ingrediants and super tasty.,Restaurant,Same,3.0,0.5273092523488103,0.5273093581199646
pair_1102,"I had yummy lamb korma, saag paneer, samosas, naan, etc.","Even the chickpeas, which I normally find too dry, were good.",Restaurant,Same,3.0,0.4744289248923079,0.4744289517402649
pair_1103,"Normally, places ask how hot you want it, but they didn't.",And they packaged everything nicely so it didn't spill.,Restaurant,Different,1.333333333,0.10683536203617328,0.10683536529541016
pair_1104,I should have thought to bring it up but never expected the food to be that mild.,"Even the chickpeas, which I normally find too dry, were good.",Restaurant,Different,2.0,0.20843235309968822,0.20843234658241272
pair_1105,"The naan was some of the best I've had and I really enjoyed the bhartha, not too tomatoey.",The place is the next best thing to my Moms cooking.,Restaurant,Same,3.0,0.5991253109968615,0.5991252660751343
pair_1106,"Even the chickpeas, which I normally find too dry, were good.",– i have been eating at this place for over 8 years now and i have never had one bad meal.,Restaurant,Same,3.25,0.314558038207132,0.3145580291748047
pair_1107,"Even the chickpeas, which I normally find too dry, were good.",i highly recommend this place to all that want to try indain food for the first time.,Restaurant,Same,2.75,0.49007239714920536,0.4900723993778229
pair_1108,"Even the chickpeas, which I normally find too dry, were good.",The place is the next best thing to my Moms cooking.,Restaurant,Same,2.75,0.4039305438702028,0.40393057465553284
pair_1109,great lunch spot,This place rocks!!,Restaurant,Same,3.25,0.3115339599770921,0.31153398752212524
pair_111,"Boot time is super fast, around anywhere from 35 seconds to 1 minute.",Three years ago I had purchased this bad boy and it still runs great!,Laptop,Same,2.666666667,0.31093114422575296,0.31093114614486694
pair_1110,great lunch spot,– Great financial district mexican spot.,Restaurant,Same,3.5,0.6482679951549781,0.6482679843902588
pair_1111,great lunch spot,"– This is one of my top lunch spots, huge portions, fast service and amazing margaritas!!",Restaurant,Same,3.6,0.7239199664953397,0.7239199876785278
pair_1112,great lunch spot,– Best Mexican place for lunch in the financial district.,Restaurant,Same,3.0,0.7125264511509686,0.7125265002250671
pair_1113,– Great financial district mexican spot.,"– This is one of my top lunch spots, huge portions, fast service and amazing margaritas!!",Restaurant,Same,2.25,0.7040918193536277,0.7040918469429016
pair_1114,"Always busy, but they are good at seating you promptly and have quick service.","– Mercedes restaurant is so tasty, the service is undeniably awesome!",Restaurant,Same,2.4,0.7236224424944268,0.7236225008964539
pair_1115,"Always busy, but they are good at seating you promptly and have quick service.",You can order to go if you have to get back to the office too!,Restaurant,Same,2.75,0.43892181450238965,0.43892186880111694
pair_1116,You can order to go if you have to get back to the office too!,"– Mercedes restaurant is so tasty, the service is undeniably awesome!",Restaurant,Same,2.5,0.29485989274177193,0.294859915971756
pair_1117,"Great food, better Margaritas!","The catering is out of this world, and Raouls chicken vegetable soup rocks my world!!!",Restaurant,Same,3.0,0.21169607785589695,0.211696058511734
pair_1118,"– This is one of my top lunch spots, huge portions, fast service and amazing margaritas!!",This place rocks!!,Restaurant,Same,3.0,0.3585664689776331,0.3585665225982666
pair_1119,Love the enchiladas and chicken soup - and be sure to check out their specials.,"The catering is out of this world, and Raouls chicken vegetable soup rocks my world!!!",Restaurant,Same,2.75,0.3747128636039545,0.37471282482147217
pair_112,I'm sure you won't regret making this purchase.,I hope you don't make the same mistake...,Laptop,Different,1.5,0.4540191159384761,0.45401912927627563
pair_1120,Love the enchiladas and chicken soup - and be sure to check out their specials.,"Great food, better Margaritas!",Restaurant,Same,3.0,0.6533745897668645,0.6533746123313904
pair_1121,The cooks have been at the restaurant for years and cook family recipes.,"Great food, better Margaritas!",Restaurant,Same,3.0,0.2987541542970398,0.29875415563583374
pair_1122,my service was stellar!,"– Mercedes restaurant is so tasty, the service is undeniably awesome!",Restaurant,Same,4.0,0.7466652669114575,0.7466652393341064
pair_1123,my service was stellar!,"Always busy, but they are good at seating you promptly and have quick service.",Restaurant,Same,3.0,0.7190057142503982,0.7190057039260864
pair_1124,my service was stellar!,You can order to go if you have to get back to the office too!,Restaurant,Same,2.5,0.35465911383343707,0.35465914011001587
pair_1125,my service was stellar!,the bus boy even spotted that my table was shaking a stabilized it for me.,Restaurant,Same,3.5,0.3074040354261812,0.3074040412902832
pair_1126,the bus boy even spotted that my table was shaking a stabilized it for me.,"– Mercedes restaurant is so tasty, the service is undeniably awesome!",Restaurant,Same,3.0,0.22182947546778253,0.22182947397232056
pair_1127,the bus boy even spotted that my table was shaking a stabilized it for me.,"Always busy, but they are good at seating you promptly and have quick service.",Restaurant,Same,2.333333333,0.39316242052585404,0.39316242933273315
pair_1128,the bus boy even spotted that my table was shaking a stabilized it for me.,You can order to go if you have to get back to the office too!,Restaurant,Same,1.6666666669999999,0.10125968263372753,0.10125969350337982
pair_1129,"food was fine, with a some little-tastier-than-normal salsa.","The catering is out of this world, and Raouls chicken vegetable soup rocks my world!!!",Restaurant,Same,3.0,0.31203131687866825,0.31203126907348633
pair_113,I'm sure you won't regret making this purchase.,Have bought several laptops in last several years and hands down this has been the best ever.,Laptop,Same,3.25,0.43157274427131953,0.4315727949142456
pair_1130,If you're in the area you shouldn't be disappointed.,This place rocks!!,Restaurant,Same,3.0,0.29392588225818117,0.2939258813858032
pair_1131,If you're in the area you shouldn't be disappointed.,– Great financial district mexican spot.,Restaurant,Same,2.6,0.42063442643362725,0.4206344485282898
pair_1132,If you're in the area you shouldn't be disappointed.,Ok.... – Maybe I went in on someone's bad day....,Restaurant,Different,1.5,0.2940064903197088,0.29400646686553955
pair_1133,If you're in the area you shouldn't be disappointed.,I don't know if I'll be back....,Restaurant,Different,1.75,0.1687638235337322,0.16876380145549774
pair_1134,Ok.... – Maybe I went in on someone's bad day....,great lunch spot,Restaurant,Different,1.0,0.0366838448596819,0.03668384999036789
pair_1135,Ok.... – Maybe I went in on someone's bad day....,– Great financial district mexican spot.,Restaurant,Different,1.6666666669999999,-0.03002941243763302,-0.0300294179469347
pair_1136,Ok.... – Maybe I went in on someone's bad day....,– Best Mexican place for lunch in the financial district.,Restaurant,Different,1.0,-0.0070341300881795465,-0.007034131325781345
pair_1137,Ok.... – Maybe I went in on someone's bad day....,I don't know if I'll be back....,Restaurant,Same,2.333333333,0.3482108300543487,0.34821081161499023
pair_1138,I don't know if I'll be back....,This place rocks!!,Restaurant,Different,1.5,0.21174232839659246,0.2117423415184021
pair_1139,I don't know if I'll be back....,– Best Mexican place for lunch in the financial district.,Restaurant,Different,1.25,-0.07332073842382325,-0.07332074642181396
pair_114,I'm sure you won't regret making this purchase.,I plan on using my MacBook Pro for a long time.,Laptop,Same,2.666666667,0.4534074966169883,0.45340752601623535
pair_1140,It was decent but nothing exceptional.,"I know many people have their favorite types of pizza and pizza places, but Mioposto's pizza lacks quality and good taste.",Restaurant,Different,2.0,0.23678145543642026,0.23678144812583923
pair_1141,It was decent but nothing exceptional.,"To be honest, I've had better frozen pizza.",Restaurant,Different,2.25,0.18124842429725296,0.18124845623970032
pair_1142,It was decent but nothing exceptional.,"Great Pizza, Poor Service",Restaurant,Different,1.5,0.5846628031540734,0.5846627950668335
pair_1143,It was decent but nothing exceptional.,"– Love their pizza, especially the mushroom pizza.",Restaurant,Different,1.25,0.36978045448566577,0.3697804808616638
pair_1144,It was decent but nothing exceptional.,Also love their caeser salad.,Restaurant,Different,1.333333333,0.38882810279767166,0.3888280987739563
pair_1145,It was decent but nothing exceptional.,Try the Pizza Ensalata!,Restaurant,Different,2.25,0.10180449091115806,0.10180448740720749
pair_1146,Well I guess it's hard to be seated when one is invisible to the staff.,We stood there for 10 minutes while employees walked back and forth ignoring us.,Restaurant,Same,3.0,0.36223202614690275,0.3622320294380188
pair_1147,Well I guess it's hard to be seated when one is invisible to the staff.,Once seated it took about 30 minutes to finally get the meal.,Restaurant,Same,2.333333333,0.3048331503750068,0.30483317375183105
pair_1148,Well I guess it's hard to be seated when one is invisible to the staff.,Poor customer service/poor pizza.,Restaurant,Same,3.0,0.3949790507578801,0.3949790596961975
pair_1149,Well I guess it's hard to be seated when one is invisible to the staff.,"– As with most restaurants in Seattle, Mioposto's service was bad and the food was overpriced.",Restaurant,Same,2.333333333,0.3994326510624733,0.39943262934684753
pair_115,I am really sorry I bought this machine.,"I have used this product for only 2 days, but I can't wait to use it more.",Laptop,Different,0.666666667,0.0015588924342119226,0.0015588942915201187
pair_1150,Well I guess it's hard to be seated when one is invisible to the staff.,"Prefer to order it and pick it up though because I don't like the servers, one young woman in particular.",Restaurant,Same,2.5,0.3618323331999277,0.3618323504924774
pair_1151,Well I guess it's hard to be seated when one is invisible to the staff.,She doesn't make you feel welcome and treats you like an annoyance.,Restaurant,Same,3.0,0.48751620025241016,0.48751622438430786
pair_1152,Well I guess it's hard to be seated when one is invisible to the staff.,"But she is very friendly with certain people, making it even more annoying.",Restaurant,Same,3.0,0.42237142123451443,0.42237144708633423
pair_1153,Well I guess it's hard to be seated when one is invisible to the staff.,Management should really take notice and train their waitstaff and teach them some proper manners.,Restaurant,Same,3.0,0.1378246454967995,0.1378246545791626
pair_1154,Well I guess it's hard to be seated when one is invisible to the staff.,"I've always found the wait staff and, if you sit at the bar, the cooks very friendly.",Restaurant,Different,2.0,0.21211778662474567,0.21211779117584229
pair_1155,We stood there for 10 minutes while employees walked back and forth ignoring us.,Once seated it took about 30 minutes to finally get the meal.,Restaurant,Same,3.0,0.23907641002545155,0.2390764057636261
pair_1156,We stood there for 10 minutes while employees walked back and forth ignoring us.,Poor customer service/poor pizza.,Restaurant,Same,2.75,0.41900140659188756,0.41900140047073364
pair_1157,We stood there for 10 minutes while employees walked back and forth ignoring us.,"– As with most restaurants in Seattle, Mioposto's service was bad and the food was overpriced.",Restaurant,Same,3.0,0.4420710535647405,0.44207102060317993
pair_1158,We stood there for 10 minutes while employees walked back and forth ignoring us.,"Prefer to order it and pick it up though because I don't like the servers, one young woman in particular.",Restaurant,Same,2.333333333,0.3556494239333403,0.3556494116783142
pair_1159,We stood there for 10 minutes while employees walked back and forth ignoring us.,She doesn't make you feel welcome and treats you like an annoyance.,Restaurant,Same,3.25,0.49227448085463865,0.4922744631767273
pair_116,They did not replace the motherboard.,Instead they 'tightened' a loose wire.,Laptop,Same,2.5,0.17799815781660477,0.1779981404542923
