"sent1_id","sent2_id","annotation","annotator_id"
"B0074703CM_102_ANONYMOUS:6","B0074703CM_194_ANONYMOUS:2","3","A"
"B0074703CM_102_ANONYMOUS:6","B0074703CM_288_ANONYMOUS:0","3","A"
"B0074703CM_102_ANONYMOUS:6","B0074703CM_288_ANONYMOUS:0","3","E"
"B0074703CM_102_ANONYMOUS:6","B0074703CM_288_ANONYMOUS:0","4","B"
"B0074703CM_102_ANONYMOUS:6","B0074703CM_288_ANONYMOUS:0","3","C"
"B0074703CM_102_ANONYMOUS:6","B0074703CM_6_ANONYMOUS:10","3","B"
"B0074703CM_102_ANONYMOUS:6","B0074703CM_6_ANONYMOUS:10","0","E"
"B0074703CM_102_ANONYMOUS:6","B0074703CM_6_ANONYMOUS:10","3","C"
"B0074703CM_102_ANONYMOUS:6","B0074703CM_6_ANONYMOUS:10","3","A"
"B0074703CM_102_ANONYMOUS:7","B0074703CM_157_ANONYMOUS:11","1","B"
"B0074703CM_102_ANONYMOUS:7","B0074703CM_157_ANONYMOUS:11","2","C"
"B0074703CM_102_ANONYMOUS:7","B0074703CM_157_ANONYMOUS:11","3","D"
"B0074703CM_102_ANONYMOUS:7","B0074703CM_159_ANONYMOUS:0","2","B"
"B0074703CM_102_ANONYMOUS:7","B0074703CM_159_ANONYMOUS:0","3","D"
"B0074703CM_102_ANONYMOUS:7","B0074703CM_159_ANONYMOUS:0","4","A"
"B0074703CM_102_ANONYMOUS:7","B0074703CM_166_ANONYMOUS:4","3","A"
"B0074703CM_102_ANONYMOUS:7","B0074703CM_166_ANONYMOUS:4","2","C"
"B0074703CM_102_ANONYMOUS:7","B0074703CM_166_ANONYMOUS:4","3","B"
"B0074703CM_102_ANONYMOUS:7","B0074703CM_3_ANONYMOUS:0","3","A"
"B0074703CM_102_ANONYMOUS:7","B0074703CM_3_ANONYMOUS:0","2","C"
"B0074703CM_102_ANONYMOUS:7","B0074703CM_3_ANONYMOUS:0","3","D"
"B0074703CM_102_ANONYMOUS:7","B0074703CM_3_ANONYMOUS:0","2","B"
"B0074703CM_102_ANONYMOUS:7","B0074703CM_63_ANONYMOUS:8","3","C"
"B0074703CM_102_ANONYMOUS:7","B0074703CM_63_ANONYMOUS:8","3","A"
"B0074703CM_102_ANONYMOUS:7","B0074703CM_63_ANONYMOUS:8","3","E"
"B0074703CM_102_ANONYMOUS:7","B0074703CM_63_ANONYMOUS:8","3","B"
"B0074703CM_102_ANONYMOUS:7","B0074703CM_63_ANONYMOUS:8","4","D"
"B0074703CM_102_ANONYMOUS:7","B0074703CM_73_ANONYMOUS:20","2","C"
"B0074703CM_102_ANONYMOUS:7","B0074703CM_73_ANONYMOUS:20","2","B"
"B0074703CM_102_ANONYMOUS:7","B0074703CM_73_ANONYMOUS:20","3","A"
"B0074703CM_102_ANONYMOUS:7","B0074703CM_73_ANONYMOUS:20","3","D"
"B0074703CM_102_ANONYMOUS:8","B0074703CM_279_ANONYMOUS:5","3","A"
"B0074703CM_102_ANONYMOUS:8","B0074703CM_279_ANONYMOUS:5","1","B"
"B0074703CM_102_ANONYMOUS:8","B0074703CM_279_ANONYMOUS:5","1","C"
"B0074703CM_102_ANONYMOUS:8","B0074703CM_73_ANONYMOUS:20","2","C"
"B0074703CM_102_ANONYMOUS:8","B0074703CM_73_ANONYMOUS:20","1","E"
"B0074703CM_102_ANONYMOUS:8","B0074703CM_73_ANONYMOUS:20","2","B"
"B0074703CM_102_ANONYMOUS:8","B0074703CM_73_ANONYMOUS:20","1","A"
"B0074703CM_108_ANONYMOUS:0","B0074703CM_102_ANONYMOUS:1","3","C"
"B0074703CM_108_ANONYMOUS:0","B0074703CM_102_ANONYMOUS:1","3","B"
"B0074703CM_108_ANONYMOUS:0","B0074703CM_102_ANONYMOUS:1","3","A"
"B0074703CM_108_ANONYMOUS:0","B0074703CM_102_ANONYMOUS:7","3","A"
"B0074703CM_108_ANONYMOUS:0","B0074703CM_102_ANONYMOUS:7","4","D"
"B0074703CM_108_ANONYMOUS:0","B0074703CM_102_ANONYMOUS:7","3","B"
"B0074703CM_108_ANONYMOUS:0","B0074703CM_102_ANONYMOUS:7","3","C"
"B0074703CM_108_ANONYMOUS:0","B0074703CM_102_ANONYMOUS:8","0","C"
"B0074703CM_108_ANONYMOUS:0","B0074703CM_102_ANONYMOUS:8","1","A"
"B0074703CM_108_ANONYMOUS:0","B0074703CM_102_ANONYMOUS:8","3","D"
"B0074703CM_108_ANONYMOUS:0","B0074703CM_102_ANONYMOUS:8","1","F"
"B0074703CM_108_ANONYMOUS:0","B0074703CM_193_ANONYMOUS:3","3","C"
"B0074703CM_108_ANONYMOUS:0","B0074703CM_193_ANONYMOUS:3","3","A"
"B0074703CM_108_ANONYMOUS:0","B0074703CM_193_ANONYMOUS:3","4","D"
"B0074703CM_108_ANONYMOUS:0","B0074703CM_193_ANONYMOUS:3","3","B"
"B0074703CM_108_ANONYMOUS:0","B0074703CM_194_ANONYMOUS:15","3","A"
"B0074703CM_108_ANONYMOUS:0","B0074703CM_194_ANONYMOUS:15","3","C"
"B0074703CM_108_ANONYMOUS:0","B0074703CM_194_ANONYMOUS:15","3","D"
"B0074703CM_108_ANONYMOUS:0","B0074703CM_194_ANONYMOUS:15","3","B"
"B0074703CM_108_ANONYMOUS:0","B0074703CM_268_ANONYMOUS:5","3","A"
"B0074703CM_108_ANONYMOUS:0","B0074703CM_268_ANONYMOUS:5","3","B"
"B0074703CM_108_ANONYMOUS:0","B0074703CM_268_ANONYMOUS:5","3","C"
"B0074703CM_108_ANONYMOUS:0","B0074703CM_284_ANONYMOUS:2","3","C"
"B0074703CM_108_ANONYMOUS:0","B0074703CM_284_ANONYMOUS:2","3","B"
"B0074703CM_108_ANONYMOUS:0","B0074703CM_284_ANONYMOUS:2","3","A"
"B0074703CM_108_ANONYMOUS:0","B0074703CM_284_ANONYMOUS:8","2","B"
"B0074703CM_108_ANONYMOUS:0","B0074703CM_284_ANONYMOUS:8","3","A"
"B0074703CM_108_ANONYMOUS:0","B0074703CM_284_ANONYMOUS:8","3","C"
"B0074703CM_108_ANONYMOUS:0","B0074703CM_73_ANONYMOUS:0","3","E"
"B0074703CM_108_ANONYMOUS:0","B0074703CM_73_ANONYMOUS:0","3","A"
"B0074703CM_108_ANONYMOUS:0","B0074703CM_73_ANONYMOUS:0","4","C"
"B0074703CM_108_ANONYMOUS:0","B0074703CM_73_ANONYMOUS:0","4","B"
"B0074703CM_108_ANONYMOUS:1","B0074703CM_102_ANONYMOUS:4","4","B"
"B0074703CM_108_ANONYMOUS:1","B0074703CM_102_ANONYMOUS:4","3","A"
"B0074703CM_108_ANONYMOUS:1","B0074703CM_102_ANONYMOUS:4","4","C"
"B0074703CM_108_ANONYMOUS:1","B0074703CM_102_ANONYMOUS:5","3","A"
"B0074703CM_108_ANONYMOUS:1","B0074703CM_102_ANONYMOUS:5","4","C"
"B0074703CM_108_ANONYMOUS:1","B0074703CM_102_ANONYMOUS:5","4","D"
"B0074703CM_108_ANONYMOUS:1","B0074703CM_102_ANONYMOUS:5","4","B"
"B0074703CM_108_ANONYMOUS:1","B0074703CM_145_ANONYMOUS:1","3","A"
"B0074703CM_108_ANONYMOUS:1","B0074703CM_145_ANONYMOUS:1","4","B"
"B0074703CM_108_ANONYMOUS:1","B0074703CM_145_ANONYMOUS:1","3","C"
"B0074703CM_108_ANONYMOUS:1","B0074703CM_148_ANONYMOUS:1","4","B"
"B0074703CM_108_ANONYMOUS:1","B0074703CM_148_ANONYMOUS:1","3","A"
"B0074703CM_108_ANONYMOUS:1","B0074703CM_148_ANONYMOUS:1","4","C"
"B0074703CM_108_ANONYMOUS:1","B0074703CM_156_ANONYMOUS:1","4","B"
"B0074703CM_108_ANONYMOUS:1","B0074703CM_156_ANONYMOUS:1","4","D"
"B0074703CM_108_ANONYMOUS:1","B0074703CM_156_ANONYMOUS:1","3","C"
"B0074703CM_108_ANONYMOUS:1","B0074703CM_156_ANONYMOUS:1","4","A"
"B0074703CM_108_ANONYMOUS:1","B0074703CM_159_ANONYMOUS:2","3","A"
"B0074703CM_108_ANONYMOUS:1","B0074703CM_159_ANONYMOUS:2","3","B"
"B0074703CM_108_ANONYMOUS:1","B0074703CM_159_ANONYMOUS:2","3","C"
"B0074703CM_108_ANONYMOUS:1","B0074703CM_173_ANONYMOUS:4","1","B"
"B0074703CM_108_ANONYMOUS:1","B0074703CM_173_ANONYMOUS:4","1","E"
"B0074703CM_108_ANONYMOUS:1","B0074703CM_173_ANONYMOUS:4","1","A"
"B0074703CM_108_ANONYMOUS:1","B0074703CM_173_ANONYMOUS:4","1","C"
"B0074703CM_108_ANONYMOUS:1","B0074703CM_182_ANONYMOUS:2","3","C"
"B0074703CM_108_ANONYMOUS:1","B0074703CM_182_ANONYMOUS:2","3","D"
"B0074703CM_108_ANONYMOUS:1","B0074703CM_182_ANONYMOUS:2","3","B"
"B0074703CM_108_ANONYMOUS:1","B0074703CM_182_ANONYMOUS:2","3","A"
"B0074703CM_108_ANONYMOUS:1","B0074703CM_192_ANONYMOUS:14","3","C"
"B0074703CM_108_ANONYMOUS:1","B0074703CM_192_ANONYMOUS:14","3","B"
"B0074703CM_108_ANONYMOUS:1","B0074703CM_192_ANONYMOUS:14","3","D"
"B0074703CM_108_ANONYMOUS:1","B0074703CM_193_ANONYMOUS:5","3","B"
"B0074703CM_108_ANONYMOUS:1","B0074703CM_193_ANONYMOUS:5","4","C"
"B0074703CM_108_ANONYMOUS:1","B0074703CM_193_ANONYMOUS:5","3","A"
"B0074703CM_108_ANONYMOUS:1","B0074703CM_224_ANONYMOUS:15","2","B"
"B0074703CM_108_ANONYMOUS:1","B0074703CM_224_ANONYMOUS:15","3","C"
"B0074703CM_108_ANONYMOUS:1","B0074703CM_224_ANONYMOUS:15","3","D"
"B0074703CM_108_ANONYMOUS:1","B0074703CM_227_ANONYMOUS:0","3","A"
"B0074703CM_108_ANONYMOUS:1","B0074703CM_227_ANONYMOUS:0","3","B"
"B0074703CM_108_ANONYMOUS:1","B0074703CM_227_ANONYMOUS:0","3","C"
"B0074703CM_108_ANONYMOUS:1","B0074703CM_227_ANONYMOUS:6","3","A"
"B0074703CM_108_ANONYMOUS:1","B0074703CM_227_ANONYMOUS:6","4","B"
"B0074703CM_108_ANONYMOUS:1","B0074703CM_227_ANONYMOUS:6","4","C"
"B0074703CM_108_ANONYMOUS:1","B0074703CM_227_ANONYMOUS:6","3","E"
"B0074703CM_108_ANONYMOUS:1","B0074703CM_227_ANONYMOUS:9","3","C"
"B0074703CM_108_ANONYMOUS:1","B0074703CM_227_ANONYMOUS:9","3","A"
"B0074703CM_108_ANONYMOUS:1","B0074703CM_227_ANONYMOUS:9","3","B"
"B0074703CM_108_ANONYMOUS:1","B0074703CM_251_ANONYMOUS:10","3","E"
"B0074703CM_108_ANONYMOUS:1","B0074703CM_251_ANONYMOUS:10","4","B"
"B0074703CM_108_ANONYMOUS:1","B0074703CM_251_ANONYMOUS:10","4","C"
"B0074703CM_108_ANONYMOUS:1","B0074703CM_251_ANONYMOUS:10","3","A"
"B0074703CM_108_ANONYMOUS:1","B0074703CM_282_ANONYMOUS:7","1","C"
"B0074703CM_108_ANONYMOUS:1","B0074703CM_282_ANONYMOUS:7","0","A"
"B0074703CM_108_ANONYMOUS:1","B0074703CM_282_ANONYMOUS:7","1","E"
"B0074703CM_108_ANONYMOUS:1","B0074703CM_282_ANONYMOUS:7","1","B"
"B0074703CM_108_ANONYMOUS:1","B0074703CM_286_ANONYMOUS:5","3","A"
"B0074703CM_108_ANONYMOUS:1","B0074703CM_286_ANONYMOUS:5","3","C"
"B0074703CM_108_ANONYMOUS:1","B0074703CM_286_ANONYMOUS:5","4","B"
"B0074703CM_108_ANONYMOUS:1","B0074703CM_286_ANONYMOUS:5","3","E"
"B0074703CM_108_ANONYMOUS:1","B0074703CM_288_ANONYMOUS:3","3","C"
"B0074703CM_108_ANONYMOUS:1","B0074703CM_288_ANONYMOUS:3","3","A"
"B0074703CM_108_ANONYMOUS:1","B0074703CM_288_ANONYMOUS:3","4","B"
"B0074703CM_108_ANONYMOUS:1","B0074703CM_73_ANONYMOUS:15","3","D"
"B0074703CM_108_ANONYMOUS:1","B0074703CM_73_ANONYMOUS:15","4","A"
"B0074703CM_108_ANONYMOUS:1","B0074703CM_73_ANONYMOUS:15","2","C"
"B0074703CM_108_ANONYMOUS:1","B0074703CM_73_ANONYMOUS:15","3","B"
"B0074703CM_108_ANONYMOUS:1","B0074703CM_73_ANONYMOUS:2","3","A"
"B0074703CM_108_ANONYMOUS:1","B0074703CM_73_ANONYMOUS:2","3","B"
"B0074703CM_108_ANONYMOUS:1","B0074703CM_73_ANONYMOUS:2","3","C"
"B0074703CM_145_ANONYMOUS:0","B0074703CM_148_ANONYMOUS:36","3","B"
"B0074703CM_145_ANONYMOUS:0","B0074703CM_148_ANONYMOUS:36","3","D"
"B0074703CM_145_ANONYMOUS:0","B0074703CM_148_ANONYMOUS:36","3","C"
"B0074703CM_145_ANONYMOUS:0","B0074703CM_194_ANONYMOUS:15","3","B"
"B0074703CM_145_ANONYMOUS:0","B0074703CM_194_ANONYMOUS:15","3","A"
"B0074703CM_145_ANONYMOUS:0","B0074703CM_194_ANONYMOUS:15","4","C"
"B0074703CM_145_ANONYMOUS:0","B0074703CM_227_ANONYMOUS:7","3","A"
"B0074703CM_145_ANONYMOUS:0","B0074703CM_227_ANONYMOUS:7","3","C"
"B0074703CM_145_ANONYMOUS:0","B0074703CM_227_ANONYMOUS:7","3","B"
"B0074703CM_145_ANONYMOUS:0","B0074703CM_227_ANONYMOUS:7","4","E"
"B0074703CM_145_ANONYMOUS:0","B0074703CM_227_ANONYMOUS:7","4","D"
"B0074703CM_145_ANONYMOUS:0","B0074703CM_234_ANONYMOUS:0","3","B"
"B0074703CM_145_ANONYMOUS:0","B0074703CM_234_ANONYMOUS:0","3","C"
"B0074703CM_145_ANONYMOUS:0","B0074703CM_234_ANONYMOUS:0","3","A"
"B0074703CM_145_ANONYMOUS:0","B0074703CM_234_ANONYMOUS:0","4","D"
"B0074703CM_145_ANONYMOUS:0","B0074703CM_24_ANONYMOUS:6","3","B"
"B0074703CM_145_ANONYMOUS:0","B0074703CM_24_ANONYMOUS:6","2","C"
"B0074703CM_145_ANONYMOUS:0","B0074703CM_24_ANONYMOUS:6","3","A"
"B0074703CM_145_ANONYMOUS:0","B0074703CM_24_ANONYMOUS:6","2","E"
"B0074703CM_145_ANONYMOUS:1","B0074703CM_102_ANONYMOUS:4","3","A"
"B0074703CM_145_ANONYMOUS:1","B0074703CM_102_ANONYMOUS:4","3","C"
"B0074703CM_145_ANONYMOUS:1","B0074703CM_102_ANONYMOUS:4","3","B"
"B0074703CM_145_ANONYMOUS:1","B0074703CM_102_ANONYMOUS:5","3","C"
"B0074703CM_145_ANONYMOUS:1","B0074703CM_102_ANONYMOUS:5","3","B"
"B0074703CM_145_ANONYMOUS:1","B0074703CM_102_ANONYMOUS:5","3","A"
"B0074703CM_145_ANONYMOUS:1","B0074703CM_148_ANONYMOUS:1","3","C"
"B0074703CM_145_ANONYMOUS:1","B0074703CM_148_ANONYMOUS:1","3","B"
"B0074703CM_145_ANONYMOUS:1","B0074703CM_148_ANONYMOUS:1","3","D"
"B0074703CM_145_ANONYMOUS:1","B0074703CM_156_ANONYMOUS:1","3","C"
"B0074703CM_145_ANONYMOUS:1","B0074703CM_156_ANONYMOUS:1","3","D"
"B0074703CM_145_ANONYMOUS:1","B0074703CM_156_ANONYMOUS:1","2","B"
"B0074703CM_145_ANONYMOUS:1","B0074703CM_159_ANONYMOUS:2","2","B"
"B0074703CM_145_ANONYMOUS:1","B0074703CM_159_ANONYMOUS:2","3","C"
"B0074703CM_145_ANONYMOUS:1","B0074703CM_159_ANONYMOUS:2","3","A"
"B0074703CM_145_ANONYMOUS:1","B0074703CM_182_ANONYMOUS:2","3","A"
"B0074703CM_145_ANONYMOUS:1","B0074703CM_182_ANONYMOUS:2","3","C"
"B0074703CM_145_ANONYMOUS:1","B0074703CM_182_ANONYMOUS:2","2","B"
